combo_id,seed,n,K_true,K_learn,s_true,s,N,noise_std,missing_frac,n_iter,als_iters,masked_rmse_initial,masked_rmse_final,baseline_rmse_initial,baseline_rmse_final,full_rmse_masked,full_rmse_baseline,coherence_masked,coherence_baseline,avg_nnz_masked,avg_nnz_baseline,improvement_masked_pct,improvement_baseline_pct,final_gap_pct,plot_path
cfg022,42,20,50,50,3,4,500,0.15,0.3,15,15,0.12222613307880525,0.0855079738533056,0.15302849167698163,0.11859951928845139,0.30661253581106207,0.24516650849537644,0.6627897967929381,0.6138450970729288,4.0,4.0,30.041169020560964,22.49840667658427,27.901922059787033,/Users/abhay/Desktop/CS/CS754_Proj/outputs/sweep/plots/cfg022__seed-42__n-20__K_true-50__K_learn-50__s_true-3__s-4__N-500__noise_std-0p15__missing_frac-0p3__n_iter-15__als_iters-15.png
cfg022,123,20,50,50,3,4,500,0.15,0.3,15,15,0.1276339883101562,0.08917401434159847,0.16052319819170316,0.12187620776430165,0.33791798240523657,0.2501993456464761,0.5784232759514946,0.6536642576340099,4.0,4.0,30.13301901614036,24.075641940081294,26.832303057826078,/Users/abhay/Desktop/CS/CS754_Proj/outputs/sweep/plots/cfg022__seed-123__n-20__K_true-50__K_learn-50__s_true-3__s-4__N-500__noise_std-0p15__missing_frac-0p3__n_iter-15__als_iters-15.png
cfg023,42,20,50,50,3,4,500,0.15,0.3,20,8,0.12222604178069091,0.08368720659303765,0.15302849049100137,0.11764157328632921,0.31063060354095745,0.2455191554711252,0.6596350232859935,0.6351669157257982,4.0,4.0,31.53078887787526,23.124398006626766,28.862557465675533,/Users/abhay/Desktop/CS/CS754_Proj/outputs/sweep/plots/cfg023__seed-42__n-20__K_true-50__K_learn-50__s_true-3__s-4__N-500__noise_std-0p15__missing_frac-0p3__n_iter-20__als_iters-8.png
cfg023,123,20,50,50,3,4,500,0.15,0.3,20,8,0.12763400916991044,0.08777232726762504,0.16052319640142562,0.12064423193524308,0.3342088799275417,0.24906898605648184,0.6160383210339876,0.6431274171695979,4.0,4.0,31.231238571547383,24.8431163596169,27.246975790158235,/Users/abhay/Desktop/CS/CS754_Proj/outputs/sweep/plots/cfg023__seed-123__n-20__K_true-50__K_learn-50__s_true-3__s-4__N-500__noise_std-0p15__missing_frac-0p3__n_iter-20__als_iters-8.png
cfg024,42,20,50,50,3,4,500,0.15,0.3,20,15,0.12222613307880525,0.08368720505267227,0.15302849167698163,0.11764157326739956,0.31063067168605535,0.24551915548233852,0.659635043460503,0.6351669150727552,4.0,4.0,31.530841281941747,23.124398614787445,28.862558763600465,/Users/abhay/Desktop/CS/CS754_Proj/outputs/sweep/plots/cfg024__seed-42__n-20__K_true-50__K_learn-50__s_true-3__s-4__N-500__noise_std-0p15__missing_frac-0p3__n_iter-20__als_iters-15.png
cfg024,123,20,50,50,3,4,500,0.15,0.3,20,15,0.1276339883101562,0.0870515249530297,0.16052319819170316,0.1206442319353751,0.3388757868572061,0.24906898605631897,0.5790147863640835,0.643127417178469,4.0,4.0,31.795969000443158,24.843117197741737,27.844436856574994,/Users/abhay/Desktop/CS/CS754_Proj/outputs/sweep/plots/cfg024__seed-123__n-20__K_true-50__K_learn-50__s_true-3__s-4__N-500__noise_std-0p15__missing_frac-0p3__n_iter-20__als_iters-15.png
cfg025,42,20,50,60,3,2,500,0.15,0.3,15,8,0.18389469106603873,0.1474550810253419,0.20695999026033962,0.17637810228275055,0.316302158414818,0.2678560003675533,0.65277263870767,0.6815878146186091,2.0,2.0,19.815476906623108,14.77671502550779,16.398306186015276,/Users/abhay/Desktop/CS/CS754_Proj/outputs/sweep/plots/cfg025__seed-42__n-20__K_true-50__K_learn-60__s_true-3__s-2__N-500__noise_std-0p15__missing_frac-0p3__n_iter-15__als_iters-8.png
cfg025,123,20,50,60,3,2,500,0.15,0.3,15,8,0.18737403022768226,0.1487370976475374,0.21617538903257036,0.18207091074910126,0.3425747754214758,0.2699141836353836,0.6873930897642273,0.7477734943784682,2.0,2.0,20.620217504632997,15.776300177413216,18.30814871217884,/Users/abhay/Desktop/CS/CS754_Proj/outputs/sweep/plots/cfg025__seed-123__n-20__K_true-50__K_learn-60__s_true-3__s-2__N-500__noise_std-0p15__missing_frac-0p3__n_iter-15__als_iters-8.png
cfg026,42,20,50,60,3,2,500,0.15,0.3,15,15,0.18389464949016068,0.14745505746004647,0.20696049026571908,0.17637810215800825,0.316303254690904,0.2678560004276123,0.6527732809569863,0.6815878213906371,2.0,2.0,19.81547159264354,14.776920980640185,16.398319487558087,/Users/abhay/Desktop/CS/CS754_Proj/outputs/sweep/plots/cfg026__seed-42__n-20__K_true-50__K_learn-60__s_true-3__s-2__N-500__noise_std-0p15__missing_frac-0p3__n_iter-15__als_iters-15.png
cfg026,123,20,50,60,3,2,500,0.15,0.3,15,15,0.18737293557920973,0.14805496504742652,0.21618003714775813,0.18214199526547306,0.3400444482502612,0.27001346507896995,0.6852140086862056,0.7512288078754382,2.0,2.0,20.983804523445706,15.74522899125057,18.714536517712176,/Users/abhay/Desktop/CS/CS754_Proj/outputs/sweep/plots/cfg026__seed-123__n-20__K_true-50__K_learn-60__s_true-3__s-2__N-500__noise_std-0p15__missing_frac-0p3__n_iter-15__als_iters-15.png
